,epoch_losses,elapsed_time,epoch_accuracies
0,2.2854524683445057,17.373584605753422,0.1849179964116279
1,1.951796669655658,30.731509367004037,0.37238475173077684
2,1.476605050107266,42.99218715913594,0.47890070930440376
3,1.3152860207760588,55.223212415352464,0.5375554077168728
4,1.2194400655462387,67.19362421520054,0.5713652481424047
5,1.1370038593069036,79.24230316840112,0.6030252659574468
6,1.0789131329414692,91.27792400307953,0.6248670212765958
7,1.0443160823050965,103.45391109026968,0.6378213651636814
8,1.0113012174342542,115.70254374295473,0.6544880319148936
9,0.9732356236336079,128.21828661300242,0.6684507978723404
10,0.9450995577142594,140.6895970478654,0.6801085992062346
11,0.9211460060261666,152.93134954757988,0.6908909574468085
12,0.8947802107384865,165.1170658376068,0.7004100178150421
13,0.8740502410746636,182.06424438394606,0.7068373226104898
14,0.8550900664735348,199.93787126801908,0.7148160460147451
15,0.840744294511511,219.54557678289711,0.7190824468085106
16,0.8276332418969337,231.71144095622003,0.7235150710065315
17,0.8142680404034067,243.72240913286805,0.7275487587807027
18,0.8038247947997236,255.72881433181465,0.7306072694190004
19,0.7919423164205348,267.8672884516418,0.7361812944107867
20,0.7867273173433669,279.9651527144015,0.736968085106383
21,0.7809892182654523,292.21263300813735,0.7406804077168728
22,0.7724682145930352,304.3087772242725,0.7422318263256803
23,0.7666882339944231,316.3719271030277,0.7448581561129144
24,0.7629229198110864,328.49291780404747,0.745689273134191
25,0.7589994372205532,340.51975406333804,0.7460771276595745
26,0.752941803222007,352.5440742112696,0.7494015957446809
27,0.7489490113359817,364.5190408676863,0.7511192375041069
28,0.7451409788841897,376.55340552330017,0.7524490247381495
29,0.7418023893173705,388.60640097409487,0.7538453013338942
